nb,od,thickness,hub-x,hub-a,wn thk,rtj rf dia,rtj rf height,ring no,dist betwn flgs,pcd,no of bolts,bolt size unc,rtj sb len,hole size,iso sb size,wn kg,rtj pitch dia,rtj depth,rtj width,bolts wt rtj,weld flat,full hei,neck degree,rtj degree,sch
8,485,92.1,292,219.1,213,318.0,11.13,50,4,393.7,12 Holes,1+5/8'',325,1+3/4'' Dia,M42,122.94 kg,269.88,11.13,16.66,57.53 kg,1.6,220,37.5*,23*,188.92
10,585,108.0,368,273.0,254,371.0,11.13,54,4,482.6,12 Holes,1+7/8'',345,2'' Dia,M48,213.67 kg,323.85,11.13,16.66,82.81 kg,1.6,261,37.5*,23*,236.48
12,675,123.9,451,323.8,283,438.0,14.27,58,5,571.5,16 Holes,2'',385,2+1/8'' Dia,M52,324.06 kg,381.0,14.27,23.01,141.9 kg,1.6,290,37.5*,23*,280.92
14,750,133.4,495,355.6,298,489.0,15.88,63,6,635.0,16 Holes,2+1/4'',425,2+3/8'' Dia,M56,426.9 kg,419.1,15.88,26.97,175.5 kg,1.6,305,37.5*,23*,307.94
16,825,146.1,552,406.4,311,546.0,17.48,67,8,704.8,16 Holes,2+1/2'',470,2+5/8'' Dia,M64,546.01 kg,469.9,17.48,30.18,252.25 kg,1.6,318,37.5*,23*,354.02
18,915,162.0,597,457.0,327,613.0,17.48,71,8,774.7,16 Holes,2+3/4'',525,2+7/8'' Dia,M72,719.95 kg,533.4,17.48,30.18,352.31 kg,1.6,334,37.5*,23*,398.28
20,985,177.8,641,508.0,356,673.0,17.48,75,10,831.8,16 Holes,3'',565,3+1/8'' Dia,M76,893.39 kg,584.2,17.48,33.32,422.24 kg,1.6,363,37.5*,23*,442.92
24,1170,203.2,762,610.0,406,794.0,20.62,79,11,990.6,16 Holes,3+1/2'',650,3+5/8'' Dia,M90,1438.27 kg,692.15,20.62,36.53,672.32 kg,1.6,413,37.5*,23*,532.22
