nb,od,thickness,hub-x,hub-a,wn thk,rtj rf dia,rtj rf height,ring no,dist betwn flgs,pcd,no of bolts,bolt size unc,rtj sb len,hole size,iso sb size,wn kg,rtj pitch dia,rtj depth,rtj width,bolts wt rtj,weld flat,full hei,neck degree,rtj degree,sch
8,420,55.6,273,219.1,133,302.0,7.92,49,5,349.2,12 Holes,1+1/8'',195,1+1/4'' Dia,M30,50.74 kg,269.88,7.92,11.91,17.72 kg,1.6,140,37.5*,23*,206.4
10,510,63.5,343,273.0,152,356.0,7.92,53,5,431.8,16 Holes,1+1/4'',215,1+3/8'' Dia,M33,82.81 kg,323.85,7.92,11.91,31.28 kg,1.6,159,37.5*,23*,260.3
12,560,66.7,400,323.8,156,413.0,7.92,57,5,489.0,20 Holes,1+1/4'',220,1+3/8'' Dia,M33,98.36 kg,381.0,7.92,11.91,39.66 kg,1.6,163,37.5*,23*,311.1
14,605,69.9,432,355.6,165,457.0,7.92,61,5,527.0,20 Holes,1+3/8'',235,1+1/2'' Dia,M36,119.3 kg,419.1,7.92,11.91,52.5 kg,1.6,172,37.5*,23*,339.76
16,685,76.2,495,406.4,178,508.0,7.92,65,5,603.2,20 Holes,1+1/2'',255,1+5/8'' Dia,M39,165.29 kg,469.9,7.92,11.91,67.59 kg,1.6,185,37.5*,23*,390.56
18,745,82.6,546,457.0,184,575.0,7.92,69,5,654.0,20 Holes,1+5/8'',275,1+3/4'' Dia,M42,200.54 kg,533.4,7.92,11.91,86.03 kg,1.6,191,37.5*,23*,441.16
20,815,88.9,610,508.0,190,635.0,9.53,73,5,723.9,24 Holes,1+5/8'',290,1+3/4'' Dia,M42,254.21 kg,584.2,9.53,13.49,106.77 kg,1.6,197,37.5*,23*,488.94
24,940,101.6,718,610.0,203,749.0,11.13,77,6,838.2,24 Holes,1+7/8'',335,2'' Dia,M48,355.47 kg,692.15,11.13,16.66,162.52 kg,1.6,210,37.5*,23*,590.94
